COMM,CODE,SPEC,COMM_FR,STACAC_CODE
YOLDIA SAPOTILLA,4356,YOLDIA SAPOTILLA,,
BROAD YOLDIA,4357,YOLDIA THRACIAEFORMIS,,
PRICKLY JINGLE SHELL,4358,HETERANOMIA SQUAMULA,,
RIBBED MUSSEL,4359,GEUKENSIA DEMISSA,,
NUCULANIDAE F.,4360,NUCULANIDAE F.,,
NUCULA  TENUIS,4361,NUCULA  TENUIS,,
TELLINIDAE F.,4370,TELLINIDAE F.,,
ANOMIA SIMPLEX,4380,ANOMIA SIMPLEX,,
ANOMIA SP.,4381,ANOMIA SP.,,
BLOOK ARK,4390,BLOOK ARK,,
SEA SLUGS,4400,NUDIBRANCHIA O.,Nudibranche non spÇcifiÇe,
BUSHY BACKSLUG,4410,DENDRONOTUS SP.,,
PLUMED SEASLUG,4420,AEOLIDIA SP.,,
CANOE SHELLS,4430,CYLICHNIDAE F.,,
GIANT CANOE BUBBLE,4431,SCAPHANDER PUNCTOSTRIATUS,,
CEPHALOPODA C.,4500,CEPHALOPODA C.,CÇphalopodes,
TEUTHOIDEA O.,4501,TEUTHOIDEA O.,Calmars,
MYOPSIDA S.O.,4502,MYOPSIDA S.O.,Calmars,
OEGOPSIDA S.O.,4503,OEGOPSIDA S.O.,Calmars,
SEPIOIDEA O.,4504,SEPIOIDEA O.,Seiches,
OMMASTREPHIDAE F.,4510,OMMASTREPHIDAE F.,Calmars,
SHORT-FIN SQUID,4511,ILLEX ILLECEBROSUS,Encornet rouge nordique,
LONGFIN SQUID; LONGFIN INSHORE SQUID,4512,LOLIGO PEALEII,Calmar totam (longues nageoires),
OMMASTREPHES SP.,4513,OMMASTREPHES SP.,Calmars,
SQUID (NS),4514,LOLIGINIDAE;OMMASTREPHIDAE F.,,
ILLEX SP.,4515,ILLEX SP.,Encornets,
OMMASTREPHINAE S.F.,4516,OMMASTREPHINAE S.F.,,
ORNITHOTEUTHIS SP.,4517,ORNITHOTEUTHIS SP.,Encornets oiseaux,
OMMASTREPHES BARTRAMI,4518,OMMASTREPHES BARTRAMI,Encornet volant,
OMMASTREPHES PTEROPSUS,4519,OMMASTREPHES PTEROPSUS,Encornet Ö dos orange,
OCTOPUS,4520,INCIRRINA S.O.,Pieuvres (Incirrata),
OCTOPUS,4521,OCTOPODA O.,Pieuvre  non spÇcifiÇe,
SEMIROSSIA TENERA,4522,SEMIROSSIA TENERA,SÇpiole calamarette,
ROSSIA HYATTI,4523,ROSSIA HYATTI (OBSOLETE),,
BATHYPOLYPUS ARCTICUS,4524,BATHYPOLYPUS ARCTICUS,Poulpe borÇal,
ROSSIA PALPEBROSA,4525,ROSSIA PALPEBROSA,SÇpiole,
ROSSIA MEGAPTERA,4526,ROSSIA MEGAPTERA,SÇpiole,
STAUROTEUTHIDAE F.,4527,STAUROTEUTHIDAE F.,Pieuvre,
BOLITAENIDAE F.,4528,BOLITAENIDAE F.,Pieuvres,
OCTOPODIDAE F.,4529,OCTOPODIDAE F.,Pieuvres,
TREMOCTOPODIDAE F.,4530,TREMOCTOPODIDAE F.,Pieuvres,
PAPER NAUTILUS,4531,ARGONAUTA ARGO,Argonaute papier,
ARGONAUTIDAE F.,4532,ARGONAUTIDAE F.,Argonautes,
ALLOPOSIDAE F.,4533,ALLOPOSIDAE F.,Pieuvres,
OCYTHOIDAE F.,4534,OCYTHOIDAE F.,Pieuvres,
VAMPYROTEUTHIDAE F.,4535,VAMPYROTEUTHIDAE F.,Calmars,
BOBTAIL SQUID,4536,SEPIOLODAE F.,SÇpioles,
HETEROTEUTHINAE S.F.,4537,HETEROTEUTHINAE S.F.,SÇpioles,
HETEROTEUTHIS DISPAR,4538,HETEROTEUTHIS DISPAR,SÇpiole,
SPIRULIDAE F.,4539,SPIRULIDAE F.,Spirulas,
LOLIGINIDAE F.,4540,LOLIGINIDAE F.,Casserons,
LOLIGO SP.,4541,LOLIGO SP.,Casserons,
LYCOTEUTHIDAE F.,4542,LYCOTEUTHIDAE F.,Calmars,
LAMPADIOTEUTHIS SP.,4543,LAMPADIOTEUTHIS SP.,Calmars,
SELENOTEUTHIS SP.,4544,SELENOTEUTHIS SP.,Calmars,
ENOPLOTEUTHIDAE F.,4545,ENOPLOTEUTHIDAE F.,Encornets,
ENOPLOTEUTHINAE S.F.,4546,ENOPLOTEUTHINAE S.F.,,
ENOPLOTEUTHIS SP.,4547,ENOPLOTEUTHIS SP.,Encornets,
ENOPLOTEUTHIS ANAPSIS,4548,ENOPLOTEUTHIS ANAPSIS,Encornet,
ENOPLOTEUTHIS LEPTURA,4549,ENOPLOTEUTHIS LEPTURA,Encornet,
ABRALIA SP.,4550,ABRALIA SP.,Encornets,
ABRALIA VERANYI,4552,ABRALIA VERANYI,Encornet,
ABRALIOPSIS SP.,4553,ABRALIOPSIS SP.,Encornets,
ABRALIOPSIS PFEFFERI,4554,ABRALIOPSIS PFEFFERI,Encornet,
HISTIOTEUTHIS SP.,4555,HISTIOTEUTHIS SP.,,
ANCISTROCHEIRINAE S.F.,4556,ANCISTROCHEIRINAE S.F.,,
THELIDIOTEUTHIS SP.,4557,THELIDIOTEUTHIS SP.,Encornets,
PYROTEUTHINAE S.F.,4558,PYROTEUTHINAE S.F.,,
PTERYGIOTEUTHIS SP.,4559,PTERYGIOTEUTHIS SP.,Encornets,
PYROTEUTHIS SP.,4560,PYROTEUTHIS SP.,Encornets,
OCTOPOTEUTHIDAE F.,4561,OCTOPOTEUTHIDAE F.,Calmars,
OCTOPOTEUTHIS SP.,4562,OCTOPOTEUTHIS SP.,Calmars,
ONYCHOTEUTHIDAE F.,4563,ONYCHOTEUTHIDAE F.,Cornets,
ONYCHOTEUTHIS SP.,4564,ONYCHOTEUTHIS SP.,Cornets,
ONYKIA SP.,4565,ONYKIA SP.,Cornets,
CHIROTEUTHIDAE F.,4566,CHIROTEUTHIDAE F.,Calmars,
CHIROTEUTHIS SP.,4567,CHIROTEUTHIS SP.,Calmars,
GONATIDAE F.,4568,GONATIDAE F.,Encornets,
GONATUS SP.,4569,GONATUS SP.,Encornets,
LEPIDOTEUTHIDAE F.,4570,LEPIDOTEUTHIDAE F.,Loutänes,
TETRONYCHOTEUTHIS SP.,4571,TETRONYCHOTEUTHIS SP.,Loutänes,
PHOLIDOTEUTHIS SP.,4572,PHOLIDOTEUTHIS SP.,Loutänes,
ARCHITEUTHIDAE F.,4573,ARCHITEUTHIDAE F.,Encornets monstres,
HISTIOTEUTHIDAE F.,4574,HISTIOTEUTHIDAE F.,Loutänes,
HISTIOTEUTHIS BONNELLII,4575,HISTIOTEUTHIS BONNELLII,Loutäne bonnet,
HISTIOTEUTHIS CELETARIA CELETARIA,4576,HISTIOTEUTHIS CELETARIA CELETARIA,Calmar,
HISTIOTEUTHIS CORONA CORONA,4577,HISTIOTEUTHIS CORONA CORONA,Calmar,
HISTIOTEUTHIS DOFLEINI,4578,HISTIOTEUTHIS DOFLEINI,Loutäne vase,
HISTIOTEUTHIS ELONGATA,4579,HISTIOTEUTHIS ELONGATA,Loutäne longue,
HISTIOTEUTHIS REVERSA,4580,HISTIOTEUTHIS REVERSA,Loutäne,
BATHYTEUTHIDAE F.,4581,BATHYTEUTHIDAE F.,Loutänes abyssales,
CTENOPTERYX SP.,4582,CTENOPTERYX SP.,Calmars,
BRACHIOTEUTHIS SP.,4583,BRACHIOTEUTHIS SP.,Encornets Ö bras courts,
MASTIGOTEUTHIS SP.,4584,MASTIGOTEUTHIS SP.,Calmars,
CRANCHIIDAE F.,4585,CRANCHIIDAE F.,Encornets outres,
CRANCHIINAE S.F.,4586,CRANCHIINAE S.F.,,
CRANCHIA SP.,4587,CRANCHIA SP.,Encornets outres,
LEACHIA SP.,4588,LEACHIA SP.,Encornets outres,
LIOCRANCHIA SP.,4589,LIOCRANCHIA SP.,Encornet outre,
TAONIINAE S.F.,4590,TAONIINAE S.F.,,
TAONIUS SP.,4591,TAONIUS SP.,Encornets outres,
TEUTHOWENIA SP.,4592,TEUTHOWENIA SP.,Encornets outres,
GALITEUTHIS SP.,4593,GALITEUTHIS SP.,Encornets outres,
HELICOCRANCHIA SP.,4594,HELICOCRANCHIA SP.,Encornets outres,
MEGALOCRANCHIA SP.,4595,MEGALOCRANCHIA SP.,Encornets outres,
EGEA SP.,4596,EGEA SP.,Encornets outres,
MASTIGOTEUTHIS MAGNA,4597,MASTIGOTEUTHIS MAGNA,,
PTERYGIOTEUTHIS GENIMATA,4598,PTERYGIOTEUTHIS GENIMATA,,
GONATUS FABRICII,4599,GONATUS FABRICII,,
SEA BUTTERFLIES,4600,PTEROPODA,,
CLIONE SP.,4610,CLIONE SP.,,
CLIONE LIMACINA,4611,CLIONE LIMACINA,PtÇropodes (papillon de mer nu),
HELOCID PTEROPOD,4621,LIMACINA HELICINA,PtÇropode,
SHELLED SEA BUTTERFLY,4622,LIMACINA RETROVERSA,PtÇropode,
MASTIGOTEUTHIS AGASSIZII,4650,MASTIGOTEUTHIS AGASSIZII,,
MASTIGOTEUTHIS FLAMMEA,4651,MASTIGOTEUTHIS FLAMMEA,,
CHIROTEUTHIS VERANYI,4652,CHIROTEUTHIS VERANYI,,
CHIROTEUTHIS SPOELI,4653,CHIROTEUTHIS SPOELI,,
CHIROTEUTHIS MEGA,4654,CHIROTEUTHIS MEGA,,
CHIROTEUTHIS JOUBINI,4655,CHIROTEUTHIS JOUBINI,,
TAONIUS PAVO,4656,TAONIUS PAVO,,
TEUTHOWENIA MEGALOPS,4657,TEUTHOWENIA MEGALOPS,,
OCTOPOTEUTHIS SICULA,4658,OCTOPOTEUTHIS SICULA,,
OCTOPOTEUTHIS MEGAPTERA,4659,OCTOPOTEUTHIS MEGAPTERA,,
GONATUS STEENSTRUPII,4660,GONATUS STEENSTRUPII,,
STAUROTEUTHIS SYRTENSIS,4661,STAUROTEUTHIS SYRTENSIS,,
STOLOTEUTHIS LEUCOPTERA,4662,STOLOTEUTHIS LEUCOPTERA,,
LEACHIA ATLANTICA,4663,LEACHIA ATLANTICA,,
ATLANTIC BIRD SQUID,4664,ORNITHOTEUTHIS ANTILLARUM,,
CHITONS,4700,POLYPLACOPHORA C.,Chiton (Chiton rouge du nord),
AMICULA VESTITA,4711,AMICULA VESTITA,,
ISCHNOCHITON SP.,4712,ISCHNOCHITON SP.,,
RED NORTHERN CHITON,4713,TONICELLA RUBRA,,
ARCTIC CANCELLATE CHITON,4714,LEPIDOPLEURUS CANCELLATUS,,
CHAETODERMA SP.,4720,CHAETODERMA SP.,,
OPERCULUM,4997,OPERCULUM,,
SQUID BEAKS,4998,SQUID BEAKS,,
MOLLUSC REMAINS,4999,MOLLUSC REMAINS,,
ARROW WORMS,5000,CHAETOGNATHA P.,Chaetognathes,
SAGITTA ELEGANS,5011,SAGITTA ELEGANS,,
ARROW WORMS,5012,SAGITTA SP.,,
SEA SPIDER,5100,PYCNOGONIDA S.P.,AraignÇe de mer  non spÇcifiÇe,
PYCNOGONIDAE O.,5101,PYCNOGONIDAE O.,,
ANEMONE SEA SPIDER,5102,PYCNOGONUM LITTORALE,,
LIMPET (NS),5200,ARCHAEOGASTROPODA O.,Patelles,
CUP AND SAUCER LIMPET,5201,CRUCIBULUM STRIATUM,,
F. CALYPTRAEIDAE,5202,CREPIDULA FORNICATA,,
PLATYHELMINTHES,5300,PLATYHELMINTHES,,
RHYNCHOCOELA P.,5500,RHYNCHOCOELA P.,Rhynchocoeles,
SPINY SKINNED ANIMALS,6000,ECHINODERMATA P.,êchinodermes,
PORTUNID CRABS,6006,BATHYNECTES SUPERBUS,,
ASTEROIDEA S.C.,6100,ASTEROIDEA S.C.,êtoile de mer non spÇcifiÇe (Classe),
CEREMASTER GRANULARIS,6101,CEREMASTER GRANULARIS,,
PORANIA PULVILIS,6102,PORANIA PULVILIS,,
ASTERIAS FORBESI,6109,ASTERIAS FORBESI,,
ASTERIAS SP.,6110,ASTERIAS SP.,êtoile de mer non spÇcifiÇe,
ASTERIAS RUBENS,6111,ASTERIAS RUBENS,êtoile de mer pourpre,
LEPTASTERIAS POLARIS,6113,LEPTASTERIAS POLARIS,êtoile de mer polaire,
LEPTASTERIAS SP.,6114,LEPTASTERIAS SP.,,
MUD STAR,6115,CTENODISCUS CRISPATUS,êtoile de vase,
PSEUDARCHASTER SP,6116,PSEUDARCHASTER SP,,
HIPPASTERIA PHRYGIANA,6117,HIPPASTERIA PHRYGIANA,Hippasteria phrygiana,
BLOOD STAR (GENUS),6118,HENRICIA SP.,,
BLOOD STAR,6119,HENRICIA SANGUINOLENTA,Petite Çtoile rouge sang,
HENRICA SP,6120,HENRICA SP.,Soleil de mer non spÇcifiÇe,
PURPLE SUNSTAR,6121,SOLASTER ENDECA,Soleil de mer pourpre,
SPINY SUNSTAR,6123,CROSSASTER PAPPOSUS,Soleil de mer Çpineux,
PTERASTER MILITARIS,6125,PTERASTER MILITARIS,êtoile  coussin,
PENTAGONASTER TOSIA,6127,PENTAGONASTER TOSIA,,
PORANIOMORPHA HISPIDA,6129,PORANIOMORPHA HISPIDA,,
PORANIOMORPHA BOREALIS,6130,PORANIOMORPHA BOREALIS,,
DIPLOPTERASTER MULTIPES,6131,DIPLOPTERASTER MULTIPES,,
MULLER'S STARFISH,6132,LEPTASTERIAS MULLERI,,
PONTASTER SP.,6133,PONTASTER SP.,,
SLENDER ARMED SEA STAR,6134,LEPTASTERIAS TENERA,,
ASTROTECTEN DUPLICATUS,6135,ASTROTECTEN DUPLICATUS,,
BRITTLE STAR,6200,OPHIUROIDEA S.C.,Ophiure  non spÇcifiÇ,
OPHIACANTHA ABYSSICOLA,6201,OPHIACANTHA ABYSSICOLA,,
DAISY,6211,OPHIOPHOLIS ACULEATA,Ophiure,
OPHIURA SP.,6212,OPHIURA SP.,Ophiures,
OPHIURA SARSI,6213,OPHIURA SARSI,Ophiure,
OPHIURA ROBUSTA,6215,OPHIURA ROBUSTA,Ophiure,
STEGOPHIURA NODOSA,6217,STEGOPHIURA NODOSA,,
BASKET STARS,6300,GORGONOCEPHALIDAE;ASTERONYCHIDAE F.,Fausse Çtoile de mer non spÇcifiÇe,
GORGONOCEPHALIDA F.,6309,GORGONOCEPHALIDA F.,GorgonocÇphales,
GORGONOCEPHALUS SP.,6310,GORGONOCEPHALUS SP.,GorgonocÇphales,
SAND DOLLARS;URCHINS (NS),6397,ECHINOIDEA C.,Oursins,
SEA URCHINS,6400,STRONGYLOCENTROTUS SP.,Oursin ,
SEA URCHIN (GREEN),6411,STRONGYLOCENTROTUS DROEBACHIENSIS,Oursin vert,
STRONGYLOCENTROTUS ECHINOIDES,6412,STRONGYLOCENTROTUS ECHINOIDES,,
HEART URCHIN,6413,BRISASTER FRAGILIS,Spatangue,
CRAYON,6416,GADUS MORHUA,,
ARABACIA SP.,6420,ARABACIA SP.,,
PURPLE-SPINED SEA URCHIN,6421,ARBACIA PUNCTULATA,,
SAND DOLLARS,6500,CLYPEASTEROIDA O.,ClypÇastre non spÇcifiÇ,
ECHINARACHNIUS PARMA,6511,ECHINARACHNIUS PARMA,Dollar de mer,
SEA CUCUMBER (UNIDENTIFIED),6600,HOLOTHUROIDEA C.,Holothurie non spÇcifiÇ,
F. PHYLLOPHORIDAE,6601,PENTAMERA CALCIGERA,,
SEA CUCUMBER (COMMON),6611,CUCUMARIA FRONDOSA,Holothuries,
PSOLUSES;THYONES;ETC. (NS),6700,PSOLUSES;THYONES;ETC. (NS),,
PHYLLOPHORIDAE F.,6705,PHYLLOPHORIDAE F.,,
PSOLUS SP.,6710,PSOLUS SP.,Holothuries,
HAVELOCKIA SCABRA,6711,HAVELOCKIA SCABRA,,
THYONE UNISEMITA,6712,THYONE UNISEMITA,,
SCARLETT PSOLUS,6713,PSOLUS FABRICII,Psolus Çcarlate,
THYONE SP.,6714,THYONE SP.,,
PSOLUS PHANTAPUS,6715,PSOLUS PHANTAPUS,Holothuries,
DUASMODACTYLA COMMUNE,6716,DUASMODACTYLA COMMUNE,,
CAUDINA ARENATA,6717,CAUDINA ARENATA,,
MOLPADIA SP.,6718,MOLPADIA SP.,Holothuries,
CHIRIDOTA LAEVIS,6719,CHIRIDOTA LAEVIS,,
MOLPADIA MUSCULUS,6720,MOLPADIA MUSCULUS,,
ECHINOCARDIUM CORDATUM,6801,ECHINOCARDIUM CORDATUM,,
SEA LILIES,6900,CRINOIDEA C.,Lis de mer,
ECHINODERM REMAINS,6999,ECHINODERM REMAINS,,
PARASITES;ROUND WORMS,7000,PARASITES;ROUND WORMS,,
COD/HADDOCK/POLLOCK,7001,RESERVED,,
SILVERHAKE/SQUID/ARGENTINE,7002,RESERVED,,
RESERVED,7003,RESERVED,,
RESERVED,7004,RESERVED,,
RESERVED,7005,RESERVED,,
RESERVED,7006,RESERVED,,
RESERVED,7007,RESERVED,,
RESERVED,7008,RESERVED,,
RESERVED,7009,RESERVED,,
FSRS - ECO - AT SEA SAMPLING,7010,RESERVED,,
FSRS - ECO - FISHERY INDEPENDENT,7011,RESERVED,,
RESERVED,7012,RESERVED,,
RESERVED,7013,RESERVED,,
RESERVED,7014,RESERVED,,
RESERVED,7015,RESERVED,,
RESERVED,7016,RESERVED,,
RESERVED,7017,RESERVED,,
RESERVED,7018,RESERVED,,
RESERVED,7019,RESERVED,,
RESERVED,7020,RESERVED,,
RESERVED,7021,RESERVED,,
RESERVED,7022,RESERVED,,
RESERVED,7023,RESERVED,,
RESERVED,7024,RESERVED,,
RESERVED,7025,RESERVED,,
RESERVED,7026,RESERVED,,
RESERVED,7027,RESERVED,,
RESERVED,7028,RESERVED,,
RESERVED,7029,RESERVED,,
RESERVED,7030,RESERVED,,
RESERVED,7031,RESERVED,,
RESERVED,7032,RESERVED,,
RESERVED,7033,RESERVED,,
RESERVED,7034,RESERVED,,
RESERVED,7035,RESERVED,,
RESERVED,7036,RESERVED,,
RESERVED,7037,RESERVED,,
RESERVED,7038,RESERVED,,
RESERVED,7039,RESERVED,,
RESERVED,7040,RESERVED,,
RESERVED,7041,RESERVED,,
RESERVED,7042,RESERVED,,
RESERVED,7043,RESERVED,,
RESERVED,7044,RESERVED,,
RESERVED,7045,RESERVED,,
RESERVED,7046,RESERVED,,
RESERVED,7047,RESERVED,,
RESERVED,7048,RESERVED,,
RESERVED,7049,RESERVED,,
4VSW SENTINAL SURVEY,7050,RESERVED,,
4X MOBILE GEAR SURVEY,7051,RESERVED,,
4VN SENTINAL SURVEY,7052,RESERVED,,
4VWX MONKFISH SURVEY,7053,RESERVED,,
4VWX SKATE SURVEY,7054,RESERVED,,
5Z FIXED GEAR SURVEY,7055,RESERVED,,
RESERVED,7056,RESERVED,,
RESERVED,7057,RESERVED,,
RESERVED,7058,RESERVED,,
RESERVED,7059,RESERVED,,
RESERVED,7060,RESERVED,,
RESERVED,7061,RESERVED,,
RESERVED,7062,RESERVED,,
RESERVED,7063,RESERVED,,
RESERVED,7064,RESERVED,,
RESERVED,7065,RESERVED,,
RESERVED,7066,RESERVED,,
RESERVED,7067,RESERVED,,
RESERVED,7068,RESERVED,,
RESERVED,7069,RESERVED,,
RESERVED,7070,RESERVED,,
RESERVED,7071,RESERVED,,
RESERVED,7072,RESERVED,,
RESERVED,7073,RESERVED,,
RESERVED,7074,RESERVED,,
RESERVED,7075,RESERVED,,
RESERVED,7076,RESERVED,,
RESERVED,7077,RESERVED,,
RESERVED,7078,RESERVED,,
RESERVED,7079,RESERVED,,
RESERVED,7080,RESERVED,,
RESERVED,7081,RESERVED,,
RESERVED,7082,RESERVED,,
RESERVED,7083,RESERVED,,
RESERVED,7084,RESERVED,,
RESERVED,7085,RESERVED,,
RESERVED,7086,RESERVED,,
RESERVED,7087,RESERVED,,
RESERVED,7088,RESERVED,,
RESERVED,7089,RESERVED,,
RESERVED,7090,RESERVED,,
RESERVED,7091,RESERVED,,
RESERVED,7092,RESERVED,,
RESERVED,7093,RESERVED,,
RESERVED,7094,RESERVED,,
RESERVED,7095,RESERVED,,
RESERVED,7096,RESERVED,,
RESERVED,7097,RESERVED,,
RESERVED,7098,RESERVED,,
RESERVED,7099,RESERVED,,
NEMATODA C.,7100,NEMATODA C.,NÇmatodes,
COD WORM,7101,COD WORM,,
PORROCAECUM SP.,7110,PORROCAECUM SP.,,
PORROCAECUM DECIPIENS,7111,PORROCAECUM DECIPIENS,,
CONTRACAECUM SP.,7113,CONTRACAECUM SP.,,
ANISAKIS SP.,7116,ANISAKIS SP.,,
TURBELLARIA C.,7500,TURBELLARIA C.,TurbellariÇs (platyhelminthes),
TREMATODA C.,7600,TREMATODA C.,,
DIGENEA S.C.,7601,DIGENEA S.C.,,
CESTODA C.,7700,CESTODA C.,,
CTENOPHORES;COELENTERATES;PORIFERA,8000,CTENOPHORES;COELENTERATES;PORIFERA P.,Mammifäres marins,
MOON JELLY,8010,AURELIA AURITA,,
COMB JELLIES,8100,CTENOPHORA P.,CtÇnophores,
BEROE CUCUMIS,8111,BEROE CUCUMIS,,
PLEUROBRACHIA SP.,8113,PLEUROBRACHIA SP.,,
BLIND LOBSTER,8145,POLYCHELES SCULPTUS,,
COELENTERATA P.,8200,COELENTERATA P.,CoelentÇrÇ / cnidaire non spÇcifiÇ,
ANTHOZOA SEA ANEMONES,8208,ACTINIARIA C.,AnÇmones de mer,
MAN OF WAR,8210,PHYSALIA PELAGICA,,
SEA ANEMONE,8300,ANTHOZOA C.,AnÇmone de mer non spÇcifiÇe,
METRIDIUM SENILE,8311,METRIDIUM SENILE,,
STOMPHIA COCCINEA,8313,STOMPHIA COCCINEA,,
TEALIA  FELINA,8315,TEALIA  FELINA,,
HORMATHIA SP.,8316,HORMATHIA SP.,AnÇmones de mer,
BOLOCERA SP.,8317,BOLOCERA SP.,,
SEA PEN,8318,PENNATULACEA,Plume de mer,
ACTINAUGE VERRILLII,8319,ACTINAUGE VERRILLII,,
CERIANTHUS BOREALIS,8320,CERIANTHUS BOREALIS,,
EPIZOANTHUS INCRUSTATUS,8321,EPIZOANTHUS INCRUSTATUS,,
SEA CORN,8322,PRIMNOA RESEDAEFORMIS,,
BUBBLE GUM CORAL,8323,PARAGORGIA ARBOREA,Paragorgia arborea,
SEA CAULIFLOWER; STRAWBERRIES,8324,EUNEPHTHYA RUBIFORMIS,Main de mer,
GOLD-BANDED/BAMBOO CORAL,8325,KERATOISIS ORNATA,,
ACANTHOGORGIA ARMATA,8326,ACANTHOGORGIA ARMATA,,
SOFT CORAL UNIDENTIFIED,8327,SOFT CORAL UNIDENTIFIED,,
ANTHOMASTUS GRANDIFLORUS,8328,ANTHOMASTUS GRANDIFLORUS,,
ACANELLA ARBUSCULA,8329,ACANELLA ARBUSCULA,,
RADICIPES GRACILIS,8330,RADICIPES GRACILIS,,
SPIDER HAZARDS CORAL,8331,LOPHELIA PERTUSA,,
CORAL (NS),8332,ANTHOZOA,,
BLACK CORAL,8333,PARAMURICEA SPP,,
BLACK CORAL,8334,BATHYPATHES SPP,,
CUP CORAL,8335,FLABELLUM SP,,
DEAD MANS FINGERS,8336,ALCYONIUM DIGITATUM,,
BLACK CORALS THORNY CORALS,8337,ANTIPATHARIAN O.,,
CHRYSOGORGIA AGASSIZII,8338,CHRYSOGORGIA AGASSIZII,,
CLAVULARIA SPP,8339,CLAVULARIA SPP.,,
ECHINUS SP.,8340,ECHINUS SP.,,
HYDROZOA,8341,SERTULARIA POLYZONIAS,,
CYCLOSTOME BRYOZOA,8342,LICHENOPORA SP.,,
RIBBON WORM,8343,NEMERTEA,,
STAGHORN BRYOZOA,8344,HETROPODIDAE,,
SEA CUCUMBER,8345,THYONELLA AFF. PERVICAX,,
PSEUDARCHASTER PARELII,8346,PSEUDARCHASTER PARELII,,
PSILASTER ANDROMEDA,8347,PSILASTER ANDROMEDA,,
LEPTYCHASTER ARCTICUS,8348,LEPTYCHASTER ARCTICUS,,
LOPHASTER FURCIFER,8349,LOPHASTER FURCIFER,,
STEPHANAUGE ACANELLAE,8350,STEPHANAUGE ACANELLAE,,
STEPHANAUGE NEXILIS,8351,STEPHANAUGE NEXILIS,,
SYSCENUS INFELIX,8352,SYSCENUS INFELIX,,
ACANTHEPHYRA PELAGICA,8353,ACANTHEPHYRA PELAGICA,,
SERGIA SP.,8354,SERGIA SP.,,
DEEP SEA FINNED OCTOPUS,8355,OCTOPODA; CIRRATA,,
SPONGE,8356,RHIZAXINELLA SP.,,
GORGONOCEPHALUS LAMARCKI,8357,GORGONOCEPHALUS LAMARCKI,,
EUSIRUS CUSPIDATUS,8358,EUSIRUS CUSPIDATUS,,
FUNICULINA QUADRANGULARIS,8359,FUNICULINA QUADRANGULARIS,,
PENNATULA BOREALIS,8360,PENNATULA BOREALIS,,
ANTHOPTILUM GRANDIFLORUM,8361,ANTHOPTILUM GRANDIFLORUM,,
FLABELLUM ALABASTRUM,8362,FLABELLUM ALABASTRUM,,
HALIPTERUS (BALTICINA) SP.,8363,HALIPTERUS (BALTICINA) SP.,,
GEODIA SPP.,8364,GEODIA SPP.,,
Asconema foliatum,8365,Asconema foliatum,Asconema foliatum,
PHAKELLIA SPP. (DO NOT USE),8366,PHAKELLIA SPP.  (DO NOT USE),PHAKELLIA SPP.  (DO NOT USE),
HYDROZOA C.,8400,HYDROZOA C.,Hydrozoaires,
GARLAND HYDROIDS,8405,SERTULARIA SP.,,
AGLANTHA DIGITALE,8411,AGLANTHA DIGITALE,,
HYDROMEDUSAE,8421,OBELIA SP.,,
JELLYFISHES,8500,SCYPHOZOA C.,mÇduse non spÇcifiÇe,
PINK JELLYFISH,8511,CYANEA CAPILLATA,,
JELLYFISH,8520,PELAGIA NOCTILUCA,,
SEA CORALS (NS),8530,SEA CORALS (NS),,
SPONGES,8600,PORIFERA P.,êponge  non spÇcifiÇe,
RUSSIAN HATS,8601,VAZELLA POURTALESI,,
SYCON SP.,8602,SYCON SP.,,
POLYMASTIA HEMISPHERICA,8608,POLYMASTIA HEMISPHERICA,,
POLYMASTIA ANDRICA,8609,POLYMASTIA ANDRICA,,
POLYMASTIA SP.,8610,POLYMASTIA SP.,Polymastia  non spÇcifiÇ,
POLYMASTIA BARTLETTI,8611,POLYMASTIA BARTLETTI,POLYMASTIA BARTLETTI,
TENTORIUM SEMISUBERITES,8612,TENTORIUM SEMISUBERITES,Tentorium semisuberites (êponge),
FIG SPONGE,8613,SUBERITES FICUS,Suberites ficus (êponge),
IOPHON SP,8614,IOPHON SP,Iophon sp. (êponge) non spÇcifiÇ,
MYCALE SP.,8615,MYCALE SP.,,
MYCALE LINGUA,8616,MYCALE LINGUA,Mycale lingua (êponge),
BIEMNA VARIANTIA,8617,BIEMNA VARIANTIA,Biemna variantia,
HALICLONA SP.,8618,HALICLONA SP.,,
HALICLONA URCEOLUS,8619,HALICLONA URCEOLUS,,
HALICHONDRIA SITIENS,8620,HALICHONDRIA SITIENS,,
EYED SPONGE,8621,HALICLONA OCULATA,êponge digitÇe,
HORMATHIA TUBERCULOSA,8622,HORMATHIA TUBERCULOSA,,
BREADCRUMB SPONGE,8623,Halichondria panicea,êponge mie de pain,
PHAKELLIA VENTILABRUM  (DO NOT USE),8624,PHAKELLIA VENTILABRUM  (DO NOT USE),Phakellia ventilabrum (êponge)  (DO NOT USE),
THENEA SP.,8625,THENEA SP.,,
APLYSILLA SULFUREA,8626,APLYSILLA SULFUREA,,
CLADOCROCE SPATULA,8627,CLADOCROCE SPATULA,,
HALICLONA(FLAGELLIA) XENOMORPHA,8628,HALICLONA (FLAGELLIA) XENOMORPHA,,
HEMIGELLIUS ARCOFER,8629,HEMIGELLIUS ARCOFER,,
LISSODENDORYX INDISTINCTA,8630,LISSODENDORYX INDISTINCTA,,
CRELLA SP.,8631,CRELLA SP.,,
AMPILECTUS SP.,8632,AMPHILECTUS SP.,,
